model,method,level,episode_id,repetition,exact_acc,experiment_folder,run_folder,filename
GPT_5_MINI,FISER,1,task-bring_me-57-2868-1,0,0,FISER_GPT_5_MINI,0,task-bring_me-57-2868-1.json
GPT_5_MINI,FISER,3,task-bring_me-57-3090-3,0,1,FISER_GPT_5_MINI,0,task-bring_me-57-3090-3.json
GPT_5_MINI,FISER,1,task-bring_me-57-400-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-57-400-1.json
GPT_5_MINI,FISER,4,task-bring_me-57-4004-4,0,1,FISER_GPT_5_MINI,0,task-bring_me-57-4004-4.json
GPT_5_MINI,FISER,1,task-bring_me-57-4007-1,0,0,FISER_GPT_5_MINI,0,task-bring_me-57-4007-1.json
GPT_5_MINI,FISER,3,task-bring_me-57-429-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-57-429-3.json
GPT_5_MINI,FISER,3,task-bring_me-57-4674-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-57-4674-3.json
GPT_5_MINI,FISER,4,task-bring_me-57-4832-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-57-4832-4.json
GPT_5_MINI,FISER,1,task-bring_me-57-587-1,0,0,FISER_GPT_5_MINI,0,task-bring_me-57-587-1.json
GPT_5_MINI,FISER,2,task-bring_me-57-937-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-57-937-2.json
GPT_5_MINI,FISER,4,task-bring_me-58-1053-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-58-1053-4.json
GPT_5_MINI,FISER,1,task-bring_me-58-1278-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-58-1278-1.json
GPT_5_MINI,FISER,2,task-bring_me-58-1536-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-58-1536-2.json
GPT_5_MINI,FISER,4,task-bring_me-58-1856-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-58-1856-4.json
GPT_5_MINI,FISER,2,task-bring_me-58-1923-2,0,1,FISER_GPT_5_MINI,0,task-bring_me-58-1923-2.json
GPT_5_MINI,FISER,1,task-bring_me-58-2131-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-58-2131-1.json
GPT_5_MINI,FISER,2,task-bring_me-58-2553-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-58-2553-2.json
GPT_5_MINI,FISER,2,task-bring_me-58-2584-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-58-2584-2.json
GPT_5_MINI,FISER,3,task-bring_me-58-2965-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-58-2965-3.json
GPT_5_MINI,FISER,3,task-bring_me-58-3810-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-58-3810-3.json
GPT_5_MINI,FISER,3,task-bring_me-58-4068-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-58-4068-3.json
GPT_5_MINI,FISER,4,task-bring_me-58-42-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-58-42-4.json
GPT_5_MINI,FISER,4,task-bring_me-58-4689-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-58-4689-4.json
GPT_5_MINI,FISER,3,task-bring_me-58-4841-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-58-4841-3.json
GPT_5_MINI,FISER,1,task-bring_me-58-731-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-58-731-1.json
GPT_5_MINI,FISER,1,task-bring_me-58-915-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-58-915-1.json
GPT_5_MINI,FISER,2,task-bring_me-60-1315-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-60-1315-2.json
GPT_5_MINI,FISER,4,task-bring_me-60-1504-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-60-1504-4.json
GPT_5_MINI,FISER,3,task-bring_me-60-1932-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-60-1932-3.json
GPT_5_MINI,FISER,2,task-bring_me-60-1960-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-60-1960-2.json
GPT_5_MINI,FISER,4,task-bring_me-60-2414-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-60-2414-4.json
GPT_5_MINI,FISER,4,task-bring_me-60-2533-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-60-2533-4.json
GPT_5_MINI,FISER,1,task-bring_me-60-255-1,0,0,FISER_GPT_5_MINI,0,task-bring_me-60-255-1.json
GPT_5_MINI,FISER,2,task-bring_me-60-2782-2,0,1,FISER_GPT_5_MINI,0,task-bring_me-60-2782-2.json
GPT_5_MINI,FISER,1,task-bring_me-60-2817-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-60-2817-1.json
GPT_5_MINI,FISER,1,task-bring_me-60-2838-1,0,0,FISER_GPT_5_MINI,0,task-bring_me-60-2838-1.json
GPT_5_MINI,FISER,3,task-bring_me-60-2947-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-60-2947-3.json
GPT_5_MINI,FISER,1,task-bring_me-60-3204-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-60-3204-1.json
GPT_5_MINI,FISER,3,task-bring_me-60-3328-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-60-3328-3.json
GPT_5_MINI,FISER,3,task-bring_me-60-3500-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-60-3500-3.json
GPT_5_MINI,FISER,4,task-bring_me-60-355-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-60-355-4.json
GPT_5_MINI,FISER,2,task-bring_me-60-767-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-60-767-2.json
GPT_5_MINI,FISER,2,task-bring_me-62-1005-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-62-1005-2.json
GPT_5_MINI,FISER,1,task-bring_me-62-115-1,0,0,FISER_GPT_5_MINI,0,task-bring_me-62-115-1.json
GPT_5_MINI,FISER,3,task-bring_me-62-1344-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-62-1344-3.json
GPT_5_MINI,FISER,2,task-bring_me-62-2011-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-62-2011-2.json
GPT_5_MINI,FISER,4,task-bring_me-62-2986-4,0,1,FISER_GPT_5_MINI,0,task-bring_me-62-2986-4.json
GPT_5_MINI,FISER,4,task-bring_me-62-3585-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-62-3585-4.json
GPT_5_MINI,FISER,1,task-bring_me-62-3602-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-62-3602-1.json
GPT_5_MINI,FISER,3,task-bring_me-62-4228-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-62-4228-3.json
GPT_5_MINI,FISER,1,task-bring_me-62-4325-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-62-4325-1.json
GPT_5_MINI,FISER,3,task-bring_me-62-4356-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-62-4356-3.json
GPT_5_MINI,FISER,2,task-bring_me-62-4515-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-62-4515-2.json
GPT_5_MINI,FISER,4,task-bring_me-62-454-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-62-454-4.json
GPT_5_MINI,FISER,3,task-bring_me-62-4693-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-62-4693-3.json
GPT_5_MINI,FISER,1,task-bring_me-62-553-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-62-553-1.json
GPT_5_MINI,FISER,4,task-bring_me-62-834-4,0,1,FISER_GPT_5_MINI,0,task-bring_me-62-834-4.json
GPT_5_MINI,FISER,2,task-bring_me-62-874-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-62-874-2.json
GPT_5_MINI,FISER,2,task-bring_me-63-1248-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-63-1248-2.json
GPT_5_MINI,FISER,2,task-bring_me-63-1281-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-63-1281-2.json
GPT_5_MINI,FISER,1,task-bring_me-63-1345-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-63-1345-1.json
GPT_5_MINI,FISER,3,task-bring_me-63-1454-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-63-1454-3.json
GPT_5_MINI,FISER,3,task-bring_me-63-1775-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-63-1775-3.json
GPT_5_MINI,FISER,1,task-bring_me-63-1840-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-63-1840-1.json
GPT_5_MINI,FISER,1,task-bring_me-63-2346-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-63-2346-1.json
GPT_5_MINI,FISER,4,task-bring_me-63-2751-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-63-2751-4.json
GPT_5_MINI,FISER,4,task-bring_me-63-3353-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-63-3353-4.json
GPT_5_MINI,FISER,3,task-bring_me-63-3619-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-63-3619-3.json
GPT_5_MINI,FISER,4,task-bring_me-63-4091-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-63-4091-4.json
GPT_5_MINI,FISER,2,task-bring_me-63-4202-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-63-4202-2.json
GPT_5_MINI,FISER,4,task-bring_me-63-4356-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-63-4356-4.json
GPT_5_MINI,FISER,1,task-bring_me-63-4546-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-63-4546-1.json
GPT_5_MINI,FISER,2,task-bring_me-63-4609-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-63-4609-2.json
GPT_5_MINI,FISER,3,task-bring_me-63-887-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-63-887-3.json
GPT_5_MINI,FISER,4,task-bring_me-64-1024-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-64-1024-4.json
GPT_5_MINI,FISER,1,task-bring_me-64-1114-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-64-1114-1.json
GPT_5_MINI,FISER,3,task-bring_me-64-1349-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-64-1349-3.json
GPT_5_MINI,FISER,1,task-bring_me-64-1853-1,0,0,FISER_GPT_5_MINI,0,task-bring_me-64-1853-1.json
GPT_5_MINI,FISER,1,task-bring_me-64-2070-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-64-2070-1.json
GPT_5_MINI,FISER,2,task-bring_me-64-2442-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-64-2442-2.json
GPT_5_MINI,FISER,4,task-bring_me-64-2540-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-64-2540-4.json
GPT_5_MINI,FISER,3,task-bring_me-64-2877-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-64-2877-3.json
GPT_5_MINI,FISER,4,task-bring_me-64-2890-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-64-2890-4.json
GPT_5_MINI,FISER,2,task-bring_me-64-3015-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-64-3015-2.json
GPT_5_MINI,FISER,3,task-bring_me-64-3841-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-64-3841-3.json
GPT_5_MINI,FISER,4,task-bring_me-64-4272-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-64-4272-4.json
GPT_5_MINI,FISER,3,task-bring_me-64-4320-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-64-4320-3.json
GPT_5_MINI,FISER,2,task-bring_me-64-4847-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-64-4847-2.json
GPT_5_MINI,FISER,1,task-bring_me-64-486-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-64-486-1.json
GPT_5_MINI,FISER,2,task-bring_me-64-647-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-64-647-2.json
GPT_5_MINI,FISER,2,task-bring_me-65-1103-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-65-1103-2.json
GPT_5_MINI,FISER,1,task-bring_me-65-1158-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-65-1158-1.json
GPT_5_MINI,FISER,1,task-bring_me-65-1388-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-65-1388-1.json
GPT_5_MINI,FISER,4,task-bring_me-65-1440-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-65-1440-4.json
GPT_5_MINI,FISER,3,task-bring_me-65-1470-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-65-1470-3.json
GPT_5_MINI,FISER,4,task-bring_me-65-1713-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-65-1713-4.json
GPT_5_MINI,FISER,2,task-bring_me-65-2114-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-65-2114-2.json
GPT_5_MINI,FISER,3,task-bring_me-65-2137-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-65-2137-3.json
GPT_5_MINI,FISER,4,task-bring_me-65-2167-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-65-2167-4.json
GPT_5_MINI,FISER,3,task-bring_me-65-237-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-65-237-3.json
GPT_5_MINI,FISER,2,task-bring_me-65-2403-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-65-2403-2.json
GPT_5_MINI,FISER,1,task-bring_me-65-3398-1,0,0,FISER_GPT_5_MINI,0,task-bring_me-65-3398-1.json
GPT_5_MINI,FISER,1,task-bring_me-65-3401-1,0,0,FISER_GPT_5_MINI,0,task-bring_me-65-3401-1.json
GPT_5_MINI,FISER,3,task-bring_me-65-3843-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-65-3843-3.json
GPT_5_MINI,FISER,2,task-bring_me-65-4687-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-65-4687-2.json
GPT_5_MINI,FISER,4,task-bring_me-65-881-4,0,1,FISER_GPT_5_MINI,0,task-bring_me-65-881-4.json
GPT_5_MINI,FISER,2,task-bring_me-66-1099-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-66-1099-2.json
GPT_5_MINI,FISER,1,task-bring_me-66-1548-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-66-1548-1.json
GPT_5_MINI,FISER,2,task-bring_me-66-1673-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-66-1673-2.json
GPT_5_MINI,FISER,2,task-bring_me-66-2575-2,0,1,FISER_GPT_5_MINI,0,task-bring_me-66-2575-2.json
GPT_5_MINI,FISER,3,task-bring_me-66-2626-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-66-2626-3.json
GPT_5_MINI,FISER,4,task-bring_me-66-2802-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-66-2802-4.json
GPT_5_MINI,FISER,3,task-bring_me-66-3041-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-66-3041-3.json
GPT_5_MINI,FISER,4,task-bring_me-66-3123-4,0,1,FISER_GPT_5_MINI,0,task-bring_me-66-3123-4.json
GPT_5_MINI,FISER,4,task-bring_me-66-3452-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-66-3452-4.json
GPT_5_MINI,FISER,1,task-bring_me-66-36-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-66-36-1.json
GPT_5_MINI,FISER,3,task-bring_me-66-4417-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-66-4417-3.json
GPT_5_MINI,FISER,1,task-bring_me-66-4448-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-66-4448-1.json
GPT_5_MINI,FISER,1,task-bring_me-66-4453-1,0,1,FISER_GPT_5_MINI,0,task-bring_me-66-4453-1.json
GPT_5_MINI,FISER,3,task-bring_me-66-4565-3,0,0,FISER_GPT_5_MINI,0,task-bring_me-66-4565-3.json
GPT_5_MINI,FISER,4,task-bring_me-66-4768-4,0,0,FISER_GPT_5_MINI,0,task-bring_me-66-4768-4.json
GPT_5_MINI,FISER,2,task-bring_me-66-913-2,0,0,FISER_GPT_5_MINI,0,task-bring_me-66-913-2.json
GPT_5_MINI,FISER,1,task-bring_me-2-1013-1,1,1,FISER_GPT_5_MINI,1,task-bring_me-2-1013-1.json
GPT_5_MINI,FISER,4,task-bring_me-2-1267-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-2-1267-4.json
GPT_5_MINI,FISER,2,task-bring_me-2-1276-2,1,0,FISER_GPT_5_MINI,1,task-bring_me-2-1276-2.json
GPT_5_MINI,FISER,4,task-bring_me-2-1309-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-2-1309-4.json
GPT_5_MINI,FISER,1,task-bring_me-2-1362-1,1,0,FISER_GPT_5_MINI,1,task-bring_me-2-1362-1.json
GPT_5_MINI,FISER,2,task-bring_me-2-1632-2,1,1,FISER_GPT_5_MINI,1,task-bring_me-2-1632-2.json
GPT_5_MINI,FISER,3,task-bring_me-2-184-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-2-184-3.json
GPT_5_MINI,FISER,1,task-bring_me-2-2020-1,1,0,FISER_GPT_5_MINI,1,task-bring_me-2-2020-1.json
GPT_5_MINI,FISER,4,task-bring_me-2-2090-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-2-2090-4.json
GPT_5_MINI,FISER,2,task-bring_me-2-2298-2,1,0,FISER_GPT_5_MINI,1,task-bring_me-2-2298-2.json
GPT_5_MINI,FISER,1,task-bring_me-2-265-1,1,1,FISER_GPT_5_MINI,1,task-bring_me-2-265-1.json
GPT_5_MINI,FISER,3,task-bring_me-2-3654-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-2-3654-3.json
GPT_5_MINI,FISER,4,task-bring_me-2-3965-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-2-3965-4.json
GPT_5_MINI,FISER,3,task-bring_me-2-4743-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-2-4743-3.json
GPT_5_MINI,FISER,3,task-bring_me-2-555-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-2-555-3.json
GPT_5_MINI,FISER,2,task-bring_me-2-556-2,1,1,FISER_GPT_5_MINI,1,task-bring_me-2-556-2.json
GPT_5_MINI,FISER,2,task-bring_me-24-0-2,1,0,FISER_GPT_5_MINI,1,task-bring_me-24-0-2.json
GPT_5_MINI,FISER,1,task-bring_me-24-127-1,1,0,FISER_GPT_5_MINI,1,task-bring_me-24-127-1.json
GPT_5_MINI,FISER,1,task-bring_me-24-1682-1,1,1,FISER_GPT_5_MINI,1,task-bring_me-24-1682-1.json
GPT_5_MINI,FISER,2,task-bring_me-24-1721-2,1,0,FISER_GPT_5_MINI,1,task-bring_me-24-1721-2.json
GPT_5_MINI,FISER,3,task-bring_me-24-2223-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-24-2223-3.json
GPT_5_MINI,FISER,4,task-bring_me-24-2362-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-24-2362-4.json
GPT_5_MINI,FISER,1,task-bring_me-24-2425-1,1,1,FISER_GPT_5_MINI,1,task-bring_me-24-2425-1.json
GPT_5_MINI,FISER,2,task-bring_me-24-2581-2,1,0,FISER_GPT_5_MINI,1,task-bring_me-24-2581-2.json
GPT_5_MINI,FISER,1,task-bring_me-24-3316-1,1,1,FISER_GPT_5_MINI,1,task-bring_me-24-3316-1.json
GPT_5_MINI,FISER,4,task-bring_me-24-3338-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-24-3338-4.json
GPT_5_MINI,FISER,4,task-bring_me-24-3419-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-24-3419-4.json
GPT_5_MINI,FISER,4,task-bring_me-24-448-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-24-448-4.json
GPT_5_MINI,FISER,2,task-bring_me-24-458-2,1,0,FISER_GPT_5_MINI,1,task-bring_me-24-458-2.json
GPT_5_MINI,FISER,3,task-bring_me-24-510-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-24-510-3.json
GPT_5_MINI,FISER,3,task-bring_me-24-897-3,1,1,FISER_GPT_5_MINI,1,task-bring_me-24-897-3.json
GPT_5_MINI,FISER,3,task-bring_me-24-928-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-24-928-3.json
GPT_5_MINI,FISER,4,task-bring_me-25-1329-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-25-1329-4.json
GPT_5_MINI,FISER,3,task-bring_me-25-2147-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-25-2147-3.json
GPT_5_MINI,FISER,2,task-bring_me-25-2171-2,1,0,FISER_GPT_5_MINI,1,task-bring_me-25-2171-2.json
GPT_5_MINI,FISER,4,task-bring_me-25-260-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-25-260-4.json
GPT_5_MINI,FISER,3,task-bring_me-25-2642-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-25-2642-3.json
GPT_5_MINI,FISER,3,task-bring_me-25-2689-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-25-2689-3.json
GPT_5_MINI,FISER,4,task-bring_me-25-2769-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-25-2769-4.json
GPT_5_MINI,FISER,2,task-bring_me-25-3312-2,1,0,FISER_GPT_5_MINI,1,task-bring_me-25-3312-2.json
GPT_5_MINI,FISER,1,task-bring_me-25-3462-1,1,0,FISER_GPT_5_MINI,1,task-bring_me-25-3462-1.json
GPT_5_MINI,FISER,2,task-bring_me-25-3553-2,1,0,FISER_GPT_5_MINI,1,task-bring_me-25-3553-2.json
GPT_5_MINI,FISER,1,task-bring_me-25-3580-1,1,1,FISER_GPT_5_MINI,1,task-bring_me-25-3580-1.json
GPT_5_MINI,FISER,1,task-bring_me-25-4071-1,1,1,FISER_GPT_5_MINI,1,task-bring_me-25-4071-1.json
GPT_5_MINI,FISER,2,task-bring_me-25-4171-2,1,1,FISER_GPT_5_MINI,1,task-bring_me-25-4171-2.json
GPT_5_MINI,FISER,3,task-bring_me-25-4262-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-25-4262-3.json
GPT_5_MINI,FISER,1,task-bring_me-25-4891-1,1,0,FISER_GPT_5_MINI,1,task-bring_me-25-4891-1.json
GPT_5_MINI,FISER,4,task-bring_me-25-720-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-25-720-4.json
GPT_5_MINI,FISER,1,task-bring_me-26-1295-1,1,1,FISER_GPT_5_MINI,1,task-bring_me-26-1295-1.json
GPT_5_MINI,FISER,2,task-bring_me-26-1296-2,1,0,FISER_GPT_5_MINI,1,task-bring_me-26-1296-2.json
GPT_5_MINI,FISER,1,task-bring_me-26-1362-1,1,1,FISER_GPT_5_MINI,1,task-bring_me-26-1362-1.json
GPT_5_MINI,FISER,2,task-bring_me-26-1801-2,1,0,FISER_GPT_5_MINI,1,task-bring_me-26-1801-2.json
GPT_5_MINI,FISER,3,task-bring_me-26-1959-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-26-1959-3.json
GPT_5_MINI,FISER,1,task-bring_me-26-2052-1,1,0,FISER_GPT_5_MINI,1,task-bring_me-26-2052-1.json
GPT_5_MINI,FISER,1,task-bring_me-26-2057-1,1,0,FISER_GPT_5_MINI,1,task-bring_me-26-2057-1.json
GPT_5_MINI,FISER,4,task-bring_me-26-212-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-26-212-4.json
GPT_5_MINI,FISER,3,task-bring_me-26-3425-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-26-3425-3.json
GPT_5_MINI,FISER,2,task-bring_me-26-351-2,1,0,FISER_GPT_5_MINI,1,task-bring_me-26-351-2.json
GPT_5_MINI,FISER,4,task-bring_me-26-3627-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-26-3627-4.json
GPT_5_MINI,FISER,3,task-bring_me-26-3806-3,1,1,FISER_GPT_5_MINI,1,task-bring_me-26-3806-3.json
GPT_5_MINI,FISER,2,task-bring_me-26-4136-2,1,0,FISER_GPT_5_MINI,1,task-bring_me-26-4136-2.json
GPT_5_MINI,FISER,3,task-bring_me-26-4485-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-26-4485-3.json
GPT_5_MINI,FISER,4,task-bring_me-26-4814-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-26-4814-4.json
GPT_5_MINI,FISER,4,task-bring_me-26-551-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-26-551-4.json
GPT_5_MINI,FISER,4,task-bring_me-3-1310-4,1,1,FISER_GPT_5_MINI,1,task-bring_me-3-1310-4.json
GPT_5_MINI,FISER,1,task-bring_me-3-1755-1,1,1,FISER_GPT_5_MINI,1,task-bring_me-3-1755-1.json
GPT_5_MINI,FISER,4,task-bring_me-3-1793-4,1,1,FISER_GPT_5_MINI,1,task-bring_me-3-1793-4.json
GPT_5_MINI,FISER,3,task-bring_me-3-1879-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-3-1879-3.json
GPT_5_MINI,FISER,1,task-bring_me-3-2528-1,1,1,FISER_GPT_5_MINI,1,task-bring_me-3-2528-1.json
GPT_5_MINI,FISER,4,task-bring_me-3-2885-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-3-2885-4.json
GPT_5_MINI,FISER,4,task-bring_me-3-3635-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-3-3635-4.json
GPT_5_MINI,FISER,3,task-bring_me-3-3673-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-3-3673-3.json
GPT_5_MINI,FISER,3,task-bring_me-3-4122-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-3-4122-3.json
GPT_5_MINI,FISER,2,task-bring_me-3-4176-2,1,0,FISER_GPT_5_MINI,1,task-bring_me-3-4176-2.json
GPT_5_MINI,FISER,2,task-bring_me-3-4215-2,1,0,FISER_GPT_5_MINI,1,task-bring_me-3-4215-2.json
GPT_5_MINI,FISER,1,task-bring_me-3-4249-1,1,1,FISER_GPT_5_MINI,1,task-bring_me-3-4249-1.json
GPT_5_MINI,FISER,3,task-bring_me-3-4541-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-3-4541-3.json
GPT_5_MINI,FISER,2,task-bring_me-3-4665-2,1,0,FISER_GPT_5_MINI,1,task-bring_me-3-4665-2.json
GPT_5_MINI,FISER,1,task-bring_me-3-694-1,1,1,FISER_GPT_5_MINI,1,task-bring_me-3-694-1.json
GPT_5_MINI,FISER,2,task-bring_me-3-786-2,1,0,FISER_GPT_5_MINI,1,task-bring_me-3-786-2.json
GPT_5_MINI,FISER,3,task-bring_me-30-1353-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-30-1353-3.json
GPT_5_MINI,FISER,3,task-bring_me-30-1588-3,1,1,FISER_GPT_5_MINI,1,task-bring_me-30-1588-3.json
GPT_5_MINI,FISER,2,task-bring_me-30-1749-2,1,1,FISER_GPT_5_MINI,1,task-bring_me-30-1749-2.json
GPT_5_MINI,FISER,1,task-bring_me-30-1892-1,1,1,FISER_GPT_5_MINI,1,task-bring_me-30-1892-1.json
GPT_5_MINI,FISER,4,task-bring_me-30-1979-4,1,0,FISER_GPT_5_MINI,1,task-bring_me-30-1979-4.json
GPT_5_MINI,FISER,3,task-bring_me-30-2497-3,1,1,FISER_GPT_5_MINI,1,task-bring_me-30-2497-3.json
GPT_5_MINI,FISER,3,task-bring_me-30-3198-3,1,0,FISER_GPT_5_MINI,1,task-bring_me-30-3198-3.json
GPT_5_MINI,FISER,1,task-bring_me-30-335-1,1,1,FISER_GPT_5_MINI,1,task-bring_me-30-335-1.json
GPT_5_MINI,FISER,1,task-bring_me-30-3851-1,1,0,FISER_GPT_5_MINI,1,task-bring_me-30-3851-1.json
GPT_5_MINI,FISER,2,task-bring_me-30-3921-2,1,0,FISER_GPT_5_MINI,1,task-bring_me-30-3921-2.json
